PO#,Ship From,Destination,Status,Total Amount,Expected Arrival,Carrier Reference,Internal Notes
PO-382572,Berlin Factory,Tokyo Port,IN_TRANSIT,229352.02,2026-04-16 19:51:24,CARR-3644,
PO-757649,Dallas DC,Shanghai Port,IN_TRANSIT,248295.08,2026-04-22 19:51:24,CARR-2445,Handle with care
PO-253329,Rotterdam,Tokyo Port,IN_TRANSIT,40092.53,2026-03-27 19:51:24,CARR-4244,
PO-667691,Shanghai Port,Los Angeles Port,IN_TRANSIT,216283.89,2026-03-25 19:51:24,CARR-6747,
PO-466697,Rotterdam,Dallas DC,IN_TRANSIT,16677.78,2026-03-18 19:51:24,CARR-1657,
PO-129155,Dallas DC,Los Angeles Port,IN_TRANSIT,227742.67,2026-04-10 19:51:24,CARR-7014,
PO-204381,Shanghai Port,Dallas DC,IN_TRANSIT,119642.43,2026-04-04 19:51:24,CARR-9509,
PO-458862,Shanghai Port,Los Angeles Port,IN_TRANSIT,69412.2,2026-04-10 19:51:24,CARR-3957,Handle with care
PO-123205,Berlin Factory,Tokyo Port,IN_TRANSIT,23592.41,2026-03-15 19:51:24,CARR-4496,
PO-356363,Dallas DC,Rotterdam,DELIVERED,22796.76,2026-04-14 19:51:24,CARR-6848,
PO-759309,Rotterdam,Los Angeles Port,DELAYED,134039.33,2026-03-14 19:51:24,CARR-3759,
PO-319247,Tokyo Port,Shanghai Port,AT_PORT,75499.82,2026-03-19 19:51:24,CARR-4755,
PO-626441,Los Angeles Port,Dallas DC,IN_TRANSIT,42296.34,2026-04-13 19:51:24,CARR-4196,
PO-938379,Berlin Factory,Dallas DC,AT_PORT,153048.6,2026-03-13 19:51:24,CARR-6424,
PO-331683,Los Angeles Port,Tokyo Port,AT_PORT,207563.85,2026-04-13 19:51:24,CARR-2790,
PO-852452,Shanghai Port,Tokyo Port,IN_TRANSIT,101361.73,2026-04-21 19:51:24,CARR-2401,Handle with care
PO-251726,Dallas DC,Tokyo Port,IN_TRANSIT,80640.0,2026-04-21 19:51:24,CARR-8073,Handle with care
PO-192180,Shanghai Port,Tokyo Port,AT_PORT,184701.58,2026-03-17 19:51:24,CARR-3554,
PO-257219,Berlin Factory,Rotterdam,IN_TRANSIT,236313.46,2026-04-04 19:51:24,CARR-5818,
PO-170989,Rotterdam,Berlin Factory,AT_PORT,222742.83,2026-03-19 19:51:24,CARR-7409,
PO-461484,Los Angeles Port,Shanghai Port,IN_TRANSIT,240844.89,2026-03-19 19:51:24,CARR-9866,
PO-252295,Dallas DC,Berlin Factory,IN_TRANSIT,169402.97,2026-03-22 19:51:24,CARR-7144,
PO-326286,Los Angeles Port,Tokyo Port,DELIVERED,9778.59,2026-03-22 19:51:24,CARR-6459,
PO-512771,Berlin Factory,Shanghai Port,IN_TRANSIT,225551.0,2026-03-17 19:51:24,CARR-4277,
PO-257602,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,246395.02,2026-04-13 19:51:24,CARR-7115,
PO-757734,Shanghai Port,Tokyo Port,AT_PORT,142601.59,2026-03-16 19:51:24,CARR-9799,
PO-122197,Rotterdam,Tokyo Port,AT_PORT,88206.59,2026-03-25 19:51:24,CARR-2586,
PO-289962,Shanghai Port,Dallas DC,DELAYED,187923.86,2026-04-14 19:51:24,CARR-8003,
PO-210737,Los Angeles Port,Dallas DC,IN_TRANSIT,97156.4,2026-03-24 19:51:24,CARR-9295,Handle with care
PO-323658,Tokyo Port,Rotterdam,AT_PORT,112584.5,2026-03-15 19:51:24,CARR-9721,
PO-622267,Rotterdam,Tokyo Port,DELAYED,125020.83,2026-04-15 19:51:24,CARR-6826,Handle with care
PO-830261,Dallas DC,Shanghai Port,IN_TRANSIT,181287.28,2026-04-05 19:51:24,CARR-8595,
PO-419573,Berlin Factory,Shanghai Port,AT_PORT,103821.37,2026-03-27 19:51:24,CARR-7883,
PO-191848,Berlin Factory,Los Angeles Port,IN_TRANSIT,104984.77,2026-04-13 19:51:24,CARR-5723,
PO-333163,Tokyo Port,Dallas DC,CUSTOMS_HOLD,81984.3,2026-04-21 19:51:24,CARR-5734,Handle with care
PO-582491,Shanghai Port,Los Angeles Port,DELAYED,218170.48,2026-04-13 19:51:24,CARR-2445,
PO-375172,Dallas DC,Tokyo Port,IN_TRANSIT,114660.78,2026-04-06 19:51:24,CARR-4209,
PO-510971,Tokyo Port,Los Angeles Port,IN_TRANSIT,106984.24,2026-04-01 19:51:24,CARR-8540,Handle with care
PO-343137,Berlin Factory,Rotterdam,CUSTOMS_HOLD,141929.27,2026-03-28 19:51:24,CARR-5112,
PO-411938,Dallas DC,Tokyo Port,IN_TRANSIT,212565.71,2026-04-04 19:51:24,CARR-2357,
PO-900474,Tokyo Port,Rotterdam,IN_TRANSIT,71954.86,2026-04-21 19:51:24,CARR-2230,
PO-971490,Berlin Factory,Shanghai Port,DELAYED,243681.84,2026-03-29 19:51:24,CARR-7202,
PO-922369,Rotterdam,Dallas DC,DELAYED,127335.46,2026-04-15 19:51:24,CARR-2891,
PO-127346,Los Angeles Port,Rotterdam,IN_TRANSIT,88293.53,2026-04-04 19:51:24,CARR-5899,
PO-177049,Tokyo Port,Rotterdam,IN_TRANSIT,76702.82,2026-03-18 19:51:24,CARR-2176,
PO-590446,Rotterdam,Los Angeles Port,DELIVERED,42177.93,2026-04-16 19:51:24,CARR-5988,Handle with care
PO-280889,Berlin Factory,Tokyo Port,IN_TRANSIT,247564.37,2026-03-27 19:51:24,CARR-6530,
PO-842501,Los Angeles Port,Shanghai Port,IN_TRANSIT,188608.2,2026-04-22 19:51:24,CARR-2887,Handle with care
PO-121556,Los Angeles Port,Rotterdam,IN_TRANSIT,123644.91,2026-04-04 19:51:24,CARR-9315,
PO-487757,Tokyo Port,Berlin Factory,CUSTOMS_HOLD,68636.95,2026-04-07 19:51:24,CARR-8680,
PO-421901,Dallas DC,Berlin Factory,AT_PORT,110084.48,2026-03-24 19:51:24,CARR-8785,
PO-145794,Los Angeles Port,Tokyo Port,IN_TRANSIT,245894.05,2026-03-21 19:51:24,CARR-1336,Handle with care
PO-296911,Los Angeles Port,Dallas DC,IN_TRANSIT,108464.59,2026-03-18 19:51:24,CARR-4134,
PO-692847,Shanghai Port,Los Angeles Port,IN_TRANSIT,207561.11,2026-03-27 19:51:24,CARR-7721,
PO-738820,Berlin Factory,Dallas DC,DELIVERED,126863.88,2026-03-29 19:51:24,CARR-6921,
PO-779940,Shanghai Port,Berlin Factory,IN_TRANSIT,240912.84,2026-04-14 19:51:24,CARR-9089,
PO-809645,Los Angeles Port,Dallas DC,IN_TRANSIT,25521.82,2026-04-15 19:51:24,CARR-7991,
PO-480578,Shanghai Port,Berlin Factory,IN_TRANSIT,209379.24,2026-04-14 19:51:24,CARR-7073,Handle with care
PO-102943,Tokyo Port,Los Angeles Port,CUSTOMS_HOLD,6632.44,2026-04-04 19:51:24,CARR-7820,
PO-495691,Tokyo Port,Los Angeles Port,IN_TRANSIT,241985.71,2026-04-18 19:51:24,CARR-7124,
PO-559967,Dallas DC,Los Angeles Port,IN_TRANSIT,78661.18,2026-03-31 19:51:24,CARR-8724,Handle with care
PO-914104,Shanghai Port,Tokyo Port,IN_TRANSIT,56461.65,2026-03-30 19:51:24,CARR-2653,
PO-947373,Los Angeles Port,Rotterdam,CUSTOMS_HOLD,200641.38,2026-04-17 19:51:24,CARR-6342,
PO-258469,Los Angeles Port,Rotterdam,IN_TRANSIT,109142.67,2026-04-22 19:51:24,CARR-8988,
PO-683208,Dallas DC,Berlin Factory,IN_TRANSIT,238148.7,2026-03-27 19:51:24,CARR-5573,
PO-884129,Rotterdam,Berlin Factory,IN_TRANSIT,84180.46,2026-03-19 19:51:24,CARR-4037,
PO-387121,Shanghai Port,Los Angeles Port,AT_PORT,132516.96,2026-04-10 19:51:24,CARR-5414,
PO-256435,Rotterdam,Berlin Factory,AT_PORT,21761.46,2026-04-09 19:51:24,CARR-4752,
PO-621104,Los Angeles Port,Rotterdam,IN_TRANSIT,46229.24,2026-04-12 19:51:24,CARR-5714,Handle with care
PO-845495,Berlin Factory,Dallas DC,DELIVERED,55313.49,2026-03-31 19:51:24,CARR-7446,
PO-868443,Los Angeles Port,Dallas DC,IN_TRANSIT,237365.07,2026-03-19 19:51:24,CARR-3313,
PO-313299,Shanghai Port,Berlin Factory,IN_TRANSIT,194574.58,2026-03-23 19:51:24,CARR-7743,
PO-945027,Dallas DC,Los Angeles Port,IN_TRANSIT,207609.68,2026-04-15 19:51:24,CARR-8206,Handle with care
PO-297050,Tokyo Port,Berlin Factory,IN_TRANSIT,97882.31,2026-03-13 19:51:24,CARR-8590,
PO-815370,Tokyo Port,Los Angeles Port,DELAYED,159147.75,2026-04-07 19:51:24,CARR-8356,
PO-896882,Berlin Factory,Tokyo Port,AT_PORT,10600.82,2026-04-12 19:51:24,CARR-2312,
PO-339091,Berlin Factory,Shanghai Port,AT_PORT,127768.36,2026-03-24 19:51:24,CARR-3582,
PO-397580,Tokyo Port,Rotterdam,AT_PORT,172771.18,2026-04-13 19:51:24,CARR-1659,Handle with care
PO-484512,Dallas DC,Tokyo Port,IN_TRANSIT,10924.47,2026-04-05 19:51:24,CARR-2826,
PO-795603,Berlin Factory,Tokyo Port,IN_TRANSIT,122860.38,2026-04-12 19:51:24,CARR-3099,
PO-168582,Dallas DC,Tokyo Port,IN_TRANSIT,18090.23,2026-04-21 19:51:24,CARR-1038,
PO-953079,Berlin Factory,Rotterdam,IN_TRANSIT,182881.11,2026-03-14 19:51:24,CARR-4590,
PO-664260,Berlin Factory,Los Angeles Port,IN_TRANSIT,128845.51,2026-03-14 19:51:24,CARR-8781,Handle with care
PO-338590,Berlin Factory,Dallas DC,DELAYED,24725.99,2026-04-10 19:51:24,CARR-8353,
PO-569040,Los Angeles Port,Berlin Factory,DELIVERED,7124.85,2026-04-08 19:51:24,CARR-4275,
PO-804626,Tokyo Port,Berlin Factory,IN_TRANSIT,49054.47,2026-04-05 19:51:24,CARR-9057,Handle with care
PO-257980,Dallas DC,Shanghai Port,IN_TRANSIT,16662.56,2026-04-06 19:51:24,CARR-3251,
PO-437170,Rotterdam,Berlin Factory,AT_PORT,206740.98,2026-03-21 19:51:24,CARR-4082,
PO-551257,Los Angeles Port,Dallas DC,IN_TRANSIT,214066.46,2026-04-04 19:51:24,CARR-6895,
PO-983983,Dallas DC,Los Angeles Port,IN_TRANSIT,113539.22,2026-04-09 19:51:24,CARR-8092,
PO-222766,Dallas DC,Rotterdam,CUSTOMS_HOLD,52613.13,2026-04-09 19:51:24,CARR-1098,
PO-261940,Tokyo Port,Shanghai Port,DELIVERED,166381.02,2026-03-14 19:51:24,CARR-5200,
PO-665797,Dallas DC,Shanghai Port,IN_TRANSIT,159935.62,2026-03-31 19:51:24,CARR-4219,
PO-164733,Berlin Factory,Rotterdam,IN_TRANSIT,124467.8,2026-03-19 19:51:24,CARR-5376,
PO-978022,Berlin Factory,Los Angeles Port,DELAYED,27983.63,2026-04-18 19:51:24,CARR-8443,Handle with care
PO-473134,Los Angeles Port,Dallas DC,IN_TRANSIT,112903.45,2026-03-23 19:51:24,CARR-9756,
PO-288970,Los Angeles Port,Berlin Factory,IN_TRANSIT,169736.34,2026-04-20 19:51:24,CARR-7380,
PO-758025,Los Angeles Port,Rotterdam,DELIVERED,71243.57,2026-04-01 19:51:24,CARR-2542,
PO-529527,Shanghai Port,Los Angeles Port,IN_TRANSIT,213749.57,2026-04-18 19:51:24,CARR-6005,
PO-760626,Shanghai Port,Rotterdam,IN_TRANSIT,243302.24,2026-04-06 19:51:24,CARR-4057,
PO-787919,Rotterdam,Berlin Factory,AT_PORT,90398.52,2026-03-22 19:51:24,CARR-6875,
PO-170224,Dallas DC,Rotterdam,IN_TRANSIT,108834.11,2026-03-13 19:51:24,CARR-2231,
PO-239137,Shanghai Port,Los Angeles Port,DELIVERED,13708.48,2026-04-12 19:51:24,CARR-5249,
PO-379558,Dallas DC,Shanghai Port,DELIVERED,10052.71,2026-04-07 19:51:24,CARR-2284,Handle with care
PO-102823,Berlin Factory,Tokyo Port,DELAYED,119030.26,2026-03-31 19:51:24,CARR-3604,
PO-277823,Shanghai Port,Berlin Factory,AT_PORT,76003.84,2026-03-30 19:51:24,CARR-8783,Handle with care
PO-832634,Tokyo Port,Rotterdam,IN_TRANSIT,222163.64,2026-04-10 19:51:24,CARR-6514,
PO-158175,Rotterdam,Dallas DC,IN_TRANSIT,146580.51,2026-04-12 19:51:24,CARR-1872,
PO-902445,Shanghai Port,Tokyo Port,IN_TRANSIT,191414.22,2026-04-15 19:51:24,CARR-4707,
PO-209914,Berlin Factory,Rotterdam,IN_TRANSIT,74945.84,2026-04-09 19:51:24,CARR-5521,
PO-450068,Dallas DC,Tokyo Port,AT_PORT,247905.48,2026-03-28 19:51:24,CARR-7694,Handle with care
PO-317121,Tokyo Port,Berlin Factory,IN_TRANSIT,248024.35,2026-04-12 19:51:24,CARR-3671,
PO-333679,Los Angeles Port,Rotterdam,DELIVERED,179274.74,2026-03-16 19:51:24,CARR-4906,Handle with care
PO-114190,Rotterdam,Berlin Factory,IN_TRANSIT,80500.97,2026-04-01 19:51:24,CARR-9707,Handle with care
PO-686416,Shanghai Port,Rotterdam,CUSTOMS_HOLD,51096.95,2026-03-16 19:51:24,CARR-6177,Handle with care
PO-352534,Rotterdam,Los Angeles Port,CUSTOMS_HOLD,5181.09,2026-03-16 19:51:24,CARR-5541,Handle with care
PO-981818,Rotterdam,Los Angeles Port,DELAYED,6231.55,2026-03-27 19:51:24,CARR-4467,
PO-104625,Rotterdam,Los Angeles Port,DELIVERED,129980.87,2026-04-22 19:51:24,CARR-5991,
PO-793669,Berlin Factory,Rotterdam,AT_PORT,208621.11,2026-04-14 19:51:24,CARR-6072,
PO-779968,Tokyo Port,Rotterdam,DELAYED,165115.54,2026-03-19 19:51:24,CARR-1304,
PO-864402,Tokyo Port,Berlin Factory,DELIVERED,240998.13,2026-03-23 19:51:24,CARR-2930,
PO-430213,Shanghai Port,Tokyo Port,IN_TRANSIT,241890.13,2026-04-20 19:51:24,CARR-5174,Handle with care
PO-976723,Berlin Factory,Los Angeles Port,DELIVERED,196089.03,2026-04-03 19:51:24,CARR-4585,
PO-189139,Shanghai Port,Los Angeles Port,IN_TRANSIT,236179.43,2026-04-18 19:51:24,CARR-5686,
PO-358883,Los Angeles Port,Tokyo Port,AT_PORT,50350.57,2026-04-17 19:51:24,CARR-9611,
PO-628338,Rotterdam,Los Angeles Port,DELAYED,41485.78,2026-04-01 19:51:24,CARR-4414,
PO-856838,Berlin Factory,Shanghai Port,IN_TRANSIT,137552.6,2026-04-14 19:51:24,CARR-6719,Handle with care
PO-182749,Tokyo Port,Rotterdam,DELAYED,241953.85,2026-03-26 19:51:24,CARR-7112,
PO-992657,Shanghai Port,Tokyo Port,AT_PORT,37557.13,2026-03-19 19:51:24,CARR-3831,
PO-836418,Berlin Factory,Shanghai Port,IN_TRANSIT,193400.66,2026-04-20 19:51:24,CARR-7660,
PO-585668,Dallas DC,Shanghai Port,IN_TRANSIT,249583.88,2026-04-12 19:51:24,CARR-5657,
PO-510557,Los Angeles Port,Rotterdam,AT_PORT,40582.68,2026-04-13 19:51:24,CARR-8955,Handle with care
PO-203501,Tokyo Port,Shanghai Port,IN_TRANSIT,152463.47,2026-03-21 19:51:24,CARR-4053,
PO-565993,Tokyo Port,Shanghai Port,AT_PORT,138484.29,2026-03-23 19:51:24,CARR-6161,
PO-446410,Rotterdam,Shanghai Port,AT_PORT,161101.03,2026-04-16 19:51:24,CARR-1955,
PO-558322,Shanghai Port,Berlin Factory,AT_PORT,19512.44,2026-04-04 19:51:24,CARR-8760,
PO-904568,Berlin Factory,Dallas DC,DELAYED,164644.83,2026-04-11 19:51:24,CARR-9484,
PO-430233,Shanghai Port,Berlin Factory,IN_TRANSIT,35663.4,2026-03-26 19:51:24,CARR-7767,
PO-441809,Shanghai Port,Tokyo Port,IN_TRANSIT,207849.63,2026-03-31 19:51:24,CARR-1414,
PO-635985,Los Angeles Port,Berlin Factory,IN_TRANSIT,243318.84,2026-03-28 19:51:24,CARR-1030,
PO-866445,Rotterdam,Tokyo Port,DELIVERED,54731.76,2026-03-30 19:51:24,CARR-1661,
PO-519047,Los Angeles Port,Rotterdam,DELAYED,180029.46,2026-03-19 19:51:24,CARR-7967,
PO-225290,Los Angeles Port,Shanghai Port,IN_TRANSIT,183287.53,2026-04-08 19:51:24,CARR-6520,Handle with care
PO-514656,Rotterdam,Los Angeles Port,CUSTOMS_HOLD,135781.09,2026-03-29 19:51:24,CARR-6270,Handle with care
PO-857045,Rotterdam,Dallas DC,AT_PORT,138309.28,2026-03-21 19:51:24,CARR-2659,
PO-126597,Rotterdam,Dallas DC,DELIVERED,72437.36,2026-03-29 19:51:24,CARR-9627,
PO-143493,Los Angeles Port,Tokyo Port,IN_TRANSIT,84268.11,2026-03-30 19:51:24,CARR-2698,
PO-823400,Rotterdam,Dallas DC,AT_PORT,161928.52,2026-03-20 19:51:24,CARR-2248,
PO-648720,Berlin Factory,Dallas DC,IN_TRANSIT,22230.21,2026-03-18 19:51:24,CARR-8445,
PO-630478,Rotterdam,Berlin Factory,DELIVERED,124535.83,2026-03-23 19:51:24,CARR-6071,Handle with care
PO-968872,Rotterdam,Shanghai Port,IN_TRANSIT,189221.32,2026-04-15 19:51:24,CARR-3459,
PO-355679,Los Angeles Port,Rotterdam,IN_TRANSIT,183659.96,2026-03-17 19:51:24,CARR-7611,
PO-304482,Dallas DC,Los Angeles Port,IN_TRANSIT,29923.91,2026-04-10 19:51:24,CARR-6272,
PO-470461,Rotterdam,Dallas DC,IN_TRANSIT,19571.93,2026-04-12 19:51:24,CARR-9826,
PO-831075,Tokyo Port,Shanghai Port,IN_TRANSIT,30857.64,2026-04-22 19:51:24,CARR-4148,Handle with care
PO-115923,Rotterdam,Dallas DC,DELAYED,41398.74,2026-04-01 19:51:24,CARR-5897,
PO-203501,Dallas DC,Los Angeles Port,DELIVERED,206499.78,2026-04-09 19:51:24,CARR-3561,
PO-913955,Tokyo Port,Rotterdam,DELIVERED,62176.8,2026-04-18 19:51:24,CARR-3109,
PO-962264,Rotterdam,Berlin Factory,CUSTOMS_HOLD,136818.69,2026-03-20 19:51:24,CARR-5057,
PO-113526,Dallas DC,Berlin Factory,IN_TRANSIT,196920.61,2026-03-22 19:51:24,CARR-2269,
PO-752396,Dallas DC,Rotterdam,AT_PORT,131547.11,2026-03-31 19:51:24,CARR-7076,
PO-530876,Tokyo Port,Dallas DC,AT_PORT,162637.29,2026-03-30 19:51:24,CARR-2441,
PO-567416,Tokyo Port,Shanghai Port,DELIVERED,187746.6,2026-04-21 19:51:24,CARR-3167,Handle with care
PO-370997,Los Angeles Port,Rotterdam,IN_TRANSIT,36116.31,2026-04-01 19:51:24,CARR-8010,
PO-881128,Los Angeles Port,Dallas DC,IN_TRANSIT,64092.2,2026-04-07 19:51:24,CARR-7205,
PO-972917,Shanghai Port,Berlin Factory,IN_TRANSIT,66677.13,2026-03-28 19:51:24,CARR-5929,
PO-585715,Shanghai Port,Rotterdam,AT_PORT,13036.95,2026-04-12 19:51:24,CARR-2210,
PO-594699,Shanghai Port,Rotterdam,IN_TRANSIT,53250.96,2026-04-05 19:51:24,CARR-6871,
PO-864702,Tokyo Port,Dallas DC,IN_TRANSIT,39420.86,2026-03-26 19:51:24,CARR-6566,
PO-371376,Berlin Factory,Dallas DC,DELAYED,206246.51,2026-03-30 19:51:24,CARR-9744,Handle with care
PO-103328,Rotterdam,Shanghai Port,DELAYED,209826.13,2026-04-22 19:51:24,CARR-5203,
PO-738914,Shanghai Port,Dallas DC,IN_TRANSIT,121431.26,2026-03-14 19:51:24,CARR-6849,
PO-787021,Rotterdam,Shanghai Port,IN_TRANSIT,73751.01,2026-03-22 19:51:24,CARR-8887,
PO-942707,Rotterdam,Dallas DC,AT_PORT,28553.88,2026-04-22 19:51:24,CARR-9584,
PO-103586,Shanghai Port,Rotterdam,IN_TRANSIT,95848.5,2026-03-19 19:51:24,CARR-8475,
PO-383624,Dallas DC,Shanghai Port,IN_TRANSIT,110475.28,2026-04-06 19:51:24,CARR-4469,
PO-254378,Dallas DC,Shanghai Port,IN_TRANSIT,20274.27,2026-03-14 19:51:24,CARR-8589,Handle with care
PO-280148,Rotterdam,Shanghai Port,IN_TRANSIT,36578.44,2026-03-30 19:51:24,CARR-9899,
PO-116278,Shanghai Port,Dallas DC,AT_PORT,138926.38,2026-04-17 19:51:24,CARR-3894,
PO-779121,Los Angeles Port,Tokyo Port,DELAYED,120635.35,2026-04-21 19:51:24,CARR-9433,
PO-786513,Shanghai Port,Dallas DC,IN_TRANSIT,147442.56,2026-03-19 19:51:24,CARR-9210,
PO-105585,Los Angeles Port,Rotterdam,AT_PORT,193874.26,2026-04-08 19:51:24,CARR-6719,
PO-326292,Los Angeles Port,Berlin Factory,DELIVERED,65701.6,2026-03-30 19:51:24,CARR-1315,
PO-673820,Berlin Factory,Los Angeles Port,IN_TRANSIT,9115.74,2026-03-29 19:51:24,CARR-3227,Handle with care
PO-882479,Dallas DC,Tokyo Port,AT_PORT,181634.73,2026-04-14 19:51:24,CARR-9656,
PO-517516,Tokyo Port,Rotterdam,IN_TRANSIT,161701.86,2026-03-29 19:51:24,CARR-4449,
PO-258624,Berlin Factory,Shanghai Port,IN_TRANSIT,188327.68,2026-04-13 19:51:24,CARR-7001,
PO-325422,Shanghai Port,Tokyo Port,AT_PORT,77797.08,2026-04-13 19:51:24,CARR-2482,
PO-912403,Berlin Factory,Rotterdam,IN_TRANSIT,199313.75,2026-04-09 19:51:24,CARR-8574,Handle with care
PO-462018,Berlin Factory,Dallas DC,IN_TRANSIT,16889.82,2026-04-12 19:51:24,CARR-5086,Handle with care
PO-796979,Berlin Factory,Shanghai Port,DELAYED,101357.84,2026-04-11 19:51:24,CARR-1444,
PO-268130,Dallas DC,Rotterdam,IN_TRANSIT,166994.63,2026-03-25 19:51:24,CARR-9158,
PO-162098,Los Angeles Port,Tokyo Port,DELIVERED,158173.96,2026-03-24 19:51:24,CARR-3356,
PO-173064,Shanghai Port,Tokyo Port,DELIVERED,171341.86,2026-03-16 19:51:24,CARR-5064,
PO-697476,Tokyo Port,Los Angeles Port,DELAYED,118049.22,2026-04-16 19:51:24,CARR-7306,
PO-207765,Berlin Factory,Dallas DC,AT_PORT,166516.94,2026-04-09 19:51:24,CARR-9588,Handle with care
PO-423337,Berlin Factory,Rotterdam,IN_TRANSIT,194265.89,2026-03-23 19:51:24,CARR-4502,
PO-872942,Tokyo Port,Shanghai Port,IN_TRANSIT,63493.94,2026-04-22 19:51:24,CARR-1392,
PO-218113,Shanghai Port,Rotterdam,DELIVERED,85986.48,2026-04-09 19:51:24,CARR-8355,
PO-592582,Rotterdam,Los Angeles Port,IN_TRANSIT,108291.85,2026-04-09 19:51:24,CARR-6057,
PO-431566,Los Angeles Port,Shanghai Port,IN_TRANSIT,92100.99,2026-04-22 19:51:24,CARR-8471,
PO-526366,Berlin Factory,Los Angeles Port,IN_TRANSIT,93189.3,2026-03-18 19:51:24,CARR-8755,Handle with care
PO-910668,Los Angeles Port,Rotterdam,IN_TRANSIT,101509.56,2026-03-27 19:51:24,CARR-8082,Handle with care
PO-809780,Shanghai Port,Berlin Factory,AT_PORT,92045.39,2026-04-01 19:51:24,CARR-2935,
PO-680399,Berlin Factory,Dallas DC,IN_TRANSIT,61117.22,2026-04-17 19:51:24,CARR-7430,
PO-963409,Tokyo Port,Rotterdam,DELIVERED,114256.98,2026-03-22 19:51:24,CARR-4544,Handle with care
PO-474069,Berlin Factory,Shanghai Port,AT_PORT,73862.29,2026-04-22 19:51:24,CARR-8519,
PO-257204,Rotterdam,Berlin Factory,DELIVERED,74261.27,2026-03-15 19:51:24,CARR-3796,
PO-668607,Berlin Factory,Shanghai Port,DELAYED,34657.89,2026-04-04 19:51:24,CARR-6800,
PO-261854,Shanghai Port,Rotterdam,IN_TRANSIT,49310.77,2026-03-17 19:51:24,CARR-5063,
PO-491542,Shanghai Port,Dallas DC,AT_PORT,17926.42,2026-03-21 19:51:24,CARR-8121,Handle with care
PO-570121,Berlin Factory,Rotterdam,DELIVERED,126958.83,2026-04-16 19:51:24,CARR-5174,
PO-282404,Shanghai Port,Berlin Factory,IN_TRANSIT,174945.2,2026-04-05 19:51:24,CARR-4283,
PO-739235,Dallas DC,Tokyo Port,DELIVERED,43874.1,2026-03-23 19:51:24,CARR-8006,Handle with care
PO-930282,Berlin Factory,Shanghai Port,IN_TRANSIT,166218.56,2026-04-03 19:51:24,CARR-8335,
PO-200459,Rotterdam,Berlin Factory,IN_TRANSIT,49790.2,2026-04-02 19:51:24,CARR-2151,
PO-224426,Los Angeles Port,Rotterdam,IN_TRANSIT,83156.4,2026-03-25 19:51:24,CARR-9003,
PO-496460,Berlin Factory,Los Angeles Port,IN_TRANSIT,73943.8,2026-04-20 19:51:24,CARR-5997,
PO-256991,Los Angeles Port,Shanghai Port,DELIVERED,111337.49,2026-03-13 19:51:24,CARR-9700,Handle with care
PO-946960,Tokyo Port,Rotterdam,IN_TRANSIT,100103.78,2026-03-13 19:51:24,CARR-5499,
PO-377228,Shanghai Port,Berlin Factory,IN_TRANSIT,125547.85,2026-04-02 19:51:24,CARR-5562,Handle with care
PO-427864,Dallas DC,Los Angeles Port,IN_TRANSIT,46677.98,2026-03-14 19:51:24,CARR-4775,
PO-925355,Rotterdam,Los Angeles Port,DELIVERED,117795.35,2026-03-17 19:51:24,CARR-1793,
PO-318770,Shanghai Port,Dallas DC,DELAYED,214666.47,2026-03-30 19:51:24,CARR-9316,
PO-459118,Berlin Factory,Shanghai Port,IN_TRANSIT,180634.76,2026-03-14 19:51:24,CARR-7748,
PO-860412,Los Angeles Port,Shanghai Port,IN_TRANSIT,62930.16,2026-04-02 19:51:24,CARR-1818,
PO-684485,Tokyo Port,Los Angeles Port,IN_TRANSIT,24525.17,2026-03-15 19:51:24,CARR-4563,Handle with care
PO-465961,Los Angeles Port,Shanghai Port,IN_TRANSIT,216042.21,2026-03-25 19:51:24,CARR-2935,
PO-692464,Berlin Factory,Tokyo Port,AT_PORT,187509.79,2026-03-25 19:51:24,CARR-6600,
PO-903059,Los Angeles Port,Shanghai Port,IN_TRANSIT,31719.39,2026-04-01 19:51:24,CARR-8352,
PO-718533,Tokyo Port,Rotterdam,DELIVERED,36678.96,2026-03-31 19:51:24,CARR-2252,
PO-712420,Shanghai Port,Tokyo Port,IN_TRANSIT,107471.83,2026-03-26 19:51:24,CARR-4278,
PO-149129,Tokyo Port,Los Angeles Port,DELAYED,172586.15,2026-04-08 19:51:24,CARR-6666,Handle with care
PO-395657,Berlin Factory,Tokyo Port,AT_PORT,109218.67,2026-04-03 19:51:24,CARR-8517,
PO-847287,Dallas DC,Berlin Factory,IN_TRANSIT,48040.84,2026-04-18 19:51:24,CARR-1122,
PO-154581,Tokyo Port,Rotterdam,DELAYED,221068.1,2026-04-05 19:51:24,CARR-2402,
PO-604433,Dallas DC,Berlin Factory,CUSTOMS_HOLD,49810.31,2026-04-08 19:51:24,CARR-7069,
PO-699908,Tokyo Port,Shanghai Port,IN_TRANSIT,147376.38,2026-04-19 19:51:24,CARR-7865,
PO-198114,Rotterdam,Berlin Factory,AT_PORT,229054.98,2026-03-27 19:51:24,CARR-2996,Handle with care
PO-732644,Shanghai Port,Berlin Factory,AT_PORT,185209.99,2026-04-17 19:51:24,CARR-3567,Handle with care
PO-980742,Tokyo Port,Los Angeles Port,AT_PORT,137530.01,2026-04-15 19:51:24,CARR-4702,
PO-550306,Berlin Factory,Rotterdam,IN_TRANSIT,80794.34,2026-04-10 19:51:24,CARR-6253,Handle with care
